영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
그녀의 취미생활,하명미,웬에버스튜디오,,(주)트리플픽쳐스,2023-08-30,개봉영화,장편,한국,52,280000,70,0,0,미스터리,15세이상관람가,독립/예술영화
지옥만세,임오정,한국영화아카데미,,찬란,2023-08-16,개봉영화,장편,한국,65,861000,63,861000,63,어드벤처,12세이상관람가,독립/예술영화
런닝맨: 리벤져스,엄영식,(주)로커스,,(주)넥스트엔터테인먼트월드(NEW),2023-08-10,개봉영화,장편,한국,221,335000,47,41000,5,애니메이션,전체관람가,독립/예술영화
극장판 슈퍼윙스: 맥시멈 스피드,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),2023-07-20,개봉영화,장편,한국,407,267439,42,0,0,애니메이션,전체관람가,일반영화
내겐 너무 젊은 장모,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2024-01-05,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
니남편 잘하더라,,,,(주)씨맥스커뮤니케이션즈,2024-04-05,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
섹파는 처음인 옆집 유부녀,,,,(주)씨맥스커뮤니케이션즈,2023-11-03,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
애첩: 궁합 좋은 며느리,,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-12-01,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
제수씨의 황제 VIP 서비스,,,,(주)씨맥스커뮤니케이션즈,2024-03-08,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
존예 며느리의 신음소리,,,,(주)씨맥스커뮤니케이션즈,2024-02-02,개봉영화,장편,한국,5,236000,41,0,0,성인물(에로),청소년관람불가,일반영화
그날이 와버렸네,김충길,김충길 필름,,김충길 필름,2024-03-21,개봉영화,장편,한국,1,327000,35,303000,32,드라마,12세이상관람가,독립/예술영화
번개맨: 더 비기닝,"한상호,박성배",한국교육방송공사 EBS,,"(주)드림팩트엔터테인먼트,(주)빅브라더스",2023-09-20,개봉영화,장편,한국,181,201100,31,0,0,애니메이션,전체관람가,독립/예술영화
콘크리트 유토피아,엄태화,"클라이맥스 스튜디오(주),(주)비에이치 엔터테인먼트",,롯데컬처웍스(주)롯데엔터테인먼트,2023-08-09,개봉영화,장편,한국,1731,186000,25,186000,25,드라마,15세이상관람가,일반영화
머릿속을,조성규,(주)와우,,하준사,2024-01-24,개봉영화,장편,한국,5,67000,21,0,0,드라마,12세이상관람가,독립/예술영화
강제로 당하고 싶은 아줌마,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
거칠게 움켜쥔 대물,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
결혼 전 뚫려버린 순결,,(주)이십일세기미디어,,(주)이십일세기미디어,2024-01-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
관능 육체 부녀회장의 동정교육,,주식회사 피에스앤제이,,주식회사 피에스앤제이,2024-01-03,개봉영화,장편,한국,1,100000,20,0,0,,청소년관람불가,일반영화
굵고 강한 물건을 원하는 아내,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
그녀들이 치료해주는 발기부전,,,,와이제이스토리,2024-01-30,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
날 것으로 맛보는 그녀의 성생활,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
남자 미치게 만드는 폭유녀들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
너무 예뻐진 친구 여동생의 유혹,,,,와이제이스토리,2024-02-28,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
너무 커져버린 과외쌤 오빠,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-05,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
뜨겁게 달아오른 누나의 유혹,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
명탐정 추태에 빠져버린 처자,김피디,(주)이십일세기미디어,,(주)이십일세기미디어,2024-01-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
벌레 먹은 꿀단지,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-12-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
살집 올라 풍만해진 고교 동창녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-28,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
삽입 안 하고는 버틸 수 없는 그녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
속살까지 허락한 여자 손님,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-21,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
순진한 그녀의 첫 경험,,,,와이제이스토리,2024-02-27,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
시아버지의 성교육,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2024-03-29,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
신음하는 그녀의 사정,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
신음하다 입으로 받은 그녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-07,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
아파도 대물이 좋은 사모님,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
야한 그녀의 리얼 사생활,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
어린 글래머의 마사지,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-05,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여대생 답지 않은 테크닉의 마사지녀,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-22,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여직원과 야근하다 한 떡,,,,와이제이스토리,2024-01-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여친의 엄마와 그리고 남친의 삼촌과,,,,와이제이스토리,2024-04-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
옆집 누나 속살 마사지,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
오빠 몰래 섹스하기,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
외로운 누나를 위한 삽입,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-21,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
움찔움찔 즙 터지는 성감대,박나은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-03-29,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
유부녀라 더 끌리는 섹스 파트너,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
육덕녀 신고식,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-04-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
음란한 아랫집 여자들,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-14,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
이혼한 엄마의 성욕,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
자매님의 떡 전도,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2024-02-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
자연산 거유 출렁이는 여직원,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
장모님의 육체적 본능,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2024-03-29,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
젖 큰 옆집 누나,,주식회사 피에스앤제이,,주식회사 피에스앤제이,2024-04-10,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
조련시켜주는 선배님,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
짝사랑했던 누나와 드디어 삽입,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-03-29,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
쫙~벌린 바까스 아줌마,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2024-02-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
처음부터 밀고 들어온 아저씨 대물,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-22,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
청소 아줌마가 좋아죽는 대물맛,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
취한 여친 옆에서 여친 친구와..,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친구 놈 대물에 신음하는 여동생,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-28,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친구 몰래 올라탄 여동생,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-14,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친구 오빠의 대물,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-12-07,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
형부에게 몸으로 위로 받은 처제,,,,와이제이스토리,2024-04-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
회식 후 취해 쓰러진 육덕진 아내,,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2024-02-15,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
흔적 없는 욕정,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-12-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
마인드 유니버스,김진무,"굿인스토리,(주)인벤트스톤",,영화사빅,2023-09-20,개봉영화,장편,한국,12,134000,19,126000,18,SF,12세이상관람가,독립/예술영화
김장원 살인사건,모니카,,,(주)영진크리에이티브,2023-12-15,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
동갑내기 이모,모니카,(주)영진크리에이티브,,(주)영진크리에이티브,2024-02-09,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
뺏길 수 없어 새엄마,모니카,(주)영진크리에이티브,,(주)영진크리에이티브,2024-04-12,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
"안녕, 내일 또 만나",백승빈,(주)루이스 픽쳐스,,"(주)영화사 안다미로,영화로운 형제",2023-09-13,개봉영화,장편,한국,21,25000,5,0,0,드라마,12세이상관람가,독립/예술영화
우리집에 이채담이 산다,모니카,(주)영진크리에이티브,,(주)영진크리에이티브,2024-03-08,개봉영화,장편,한국,4,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
쾌락탐구생활,윤준세,,,(주)영진크리에이티브,2023-11-24,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
하숙생 : 위험한 동거,김환진,(주)영진크리에이티브,,(주)영진크리에이티브,2024-01-12,개봉영화,장편,한국,5,25000,5,0,0,멜로/로맨스,청소년관람불가,일반영화
잔고: 분노의 적자,백승기,꾸러기스튜디오,,(주)영화사 그램,2023-09-13,개봉영화,장편,한국,42,22000,3,0,0,서부극(웨스턴),12세이상관람가,독립/예술영화
폭로,홍용호,(주)로그라인스튜디오,,(주)메리크리스마스,2023-09-20,개봉영화,장편,한국,145,15000,3,0,0,범죄,12세이상관람가,독립/예술영화
스크린골프_옆 방 커플과 스와핑,,,,주식회사 루믹스미디어,2023-11-29,개봉영화,장편,한국,1,2000,2,0,0,,청소년관람불가,일반영화
피아노 프리즘,오재형,,,필름다빈,2023-08-30,개봉영화,장편,한국,17,10000,2,0,0,다큐멘터리,전체관람가,독립/예술영화
